PERIOD,ERM_,MOVEMENT_TYPE,MOVEMENT_TYPE_2,CURRENCY_2,TD_TYPE,NET,EOP_CM,EOP_LM,VOF_VOL,CIE_VOL,ADB_VOL,NII_VOL,UMASS_MIN,MAF_MIN,AF_MIN,UMASS_MAX,MAF_MAX,AF_MAX,UMASS_AVG,MAF_AVG,AF_AVG,UMASS_VPB,MAF_VPB,ASAF_VPB,RANKING_UMASS_VPB,RANKING_MAF_VPB,RANKING_AF_VPB,INTERBANK_SHORT,INTERBANK_LONG,DISCOUNTRATE,REFINANCINGRATE
2021-09,0,4PREMATURE,4PREMATURE,NON-VND,NOT_ROLL,-51.337237,0,51.337237,61.16971637,-0.010820117,27798.39356,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,0.91,2,4
2020-07,12-18M,3,3,NON-VND,NOT_ROLL,0.204839,15.831054,15.626216,173.8161304,-12.00787896,78674.98583,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-06,4,3,3,VND,NOT_ROLL,41.582361,1586.014813,1544.432453,24015.55342,-20903.75848,4380300.427,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.8,4.28,2,4
2023-02,9,5NEW_AUTOROLL,2,VND,AUTOROLL,309.989244,309.989244,0,1019.643772,-871.6375164,135773.042,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-04,12-18M,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,-2.898443,964.38798,967.286423,241.7139871,-10.75042546,85387.01191,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-01,0,4SCHEDULE,4SCHEDULE,NON-VND,NOT_ROLL,-32.765299,0,32.765299,49.60291413,0,26969.47655,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.8,2.31,2,4
2023-11,10-11M,0,1UNCHANGED,VND,NOT_ROLL,0,154.466422,154.466422,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-04,NULL,0,1UNCHANGED,VND,NOT_ROLL,0,711.722453,711.722453,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-06,9,0,1UNCHANGED,VND,NOT_ROLL,0,279.780458,279.780458,1350.377013,-1051.466656,146258.5596,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-11,NULL,0,1UNCHANGED,VND,NOT_ROLL,0,209.833234,209.833234,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-06,12-18M,3,3,NON-VND,NOT_ROLL,0.136758,21.495427,21.358669,232.3314614,-13.72744727,84306.30398,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-03,0,4PREMATURE,4PREMATURE,VND,NOT_ROLL,-12102.37482,0,12102.37482,1774.227075,-1336.193225,226586.3653,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.12,4.19,4,6.25
2022-03,0,3,3,NON-VND,NOT_ROLL,0.017395,7.953017,7.935622,50.87909823,-0.008488711,27387.14612,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.54,2.62,2,4
2023-08,4,5NEW_AUTOROLL,2,NON-VND,AUTOROLL,13.878628,13.878628,0,34.61347641,-2.075399032,23068.34332,0,5,5,5,6.8,7,7,5.91,5.97,6,6.1,6.3,6.5,8,7,5,6.25,7.56,3,4.5
2020-06,4,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,70614.47909,70614.47909,40836.89469,-37420.93359,6301758.713,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.44,4.84,3,5
2020-12,9,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,2045.007339,2045.007339,1424.462314,1445.832059,178325.7615,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2024-01,12-18M,4,1UNCHANGED,VND,AUTOROLL,0,46220.22721,46220.22721,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-03,12-18M,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,11.554751,1044.173339,1032.618588,259.7011303,-10.47440032,87377.59255,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-04,12-18M,2,2,VND,NOT_ROLL,696.410692,696.410692,0,18293.5951,-16215.20023,2563571.789,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-07,1,2,2,VND,NOT_ROLL,8081.146604,8081.146604,0,4844.689348,-3978.845224,1366304.67,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.93,2.01,2,4
2023-05,0,5NEW_AUTOROLL,2,NON-VND,AUTOROLL,2.809404,2.809404,0,49.2664834,-1.451097648,21308.24177,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5.25,3,3.5
2023-05,0,7PREMATURE_AUTOROLL,4PREMATURE,VND,AUTOROLL,-20486.51732,0,20486.51732,7882.159287,-676.3326297,1598511.43,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5.25,3,3.5
2022-03,9,6OTHERS,6OTHERS,VND,NOT_ROLL,1.514749,11.54393,10.029181,388.7426858,-323.2823139,57247.49336,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-01,10-11M,2,2,VND,NOT_ROLL,31.701355,31.701355,0,42.45716668,-36.86129324,6508.461709,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-02,1,1NEW_NOTROLL,2,VND,NOT_ROLL,2127.009088,2127.009088,0,6608.610362,-5685.648638,1327365.676,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.81,8.11,4,6
2022-08,12-18M,3,3,VND,NOT_ROLL,18.240333,339.434876,321.194543,13071.39742,-11405.29066,2180797.895,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-10,4,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,3.774026,122.999513,119.225487,30.42155231,-3.793745648,25012.0765,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.44,3.7,2,4
2021-01,4,3,3,VND,NOT_ROLL,131.020825,4283.003726,4151.982901,27053.18596,-24232.34982,4991954.834,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.89,4.33,2,4
2020-11,0,4SCHEDULE,4SCHEDULE,NON-VND,NOT_ROLL,-26.908178,0,26.908178,64.9753196,-0.007877562,29731.33576,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,0.2,2,4
2022-07,12-18M,2,2,VND,NOT_ROLL,2302.347969,2302.347969,0,12207.854,-10718.65777,2085171.299,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-12,12-18M,2,2,VND,NOT_ROLL,627.038775,627.038775,0,6696.039809,-5958.736242,1272821.646,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-07,NULL,6ROLL_AUTOROLL,3,VND,AUTOROLL,0.47994,6.330148,5.850208,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-03,12-18M,9OTHERS,6OTHERS,VND,NOT_ROLL,25.162016,99.160033,73.998016,40273.4239,-34859.8573,4772138.283,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-11,NULL,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,606.318884,606.318884,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-06,0,4PREMATURE,4PREMATURE,VND,NOT_ROLL,-10975.88147,0,10975.88147,3343.065478,-71.10962898,802820.8743,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.46,0.82,3,5
2021-10,12-18M,3,3,VND,NOT_ROLL,14.476823,249.098038,234.621215,6792.5472,-6102.241812,1293268.808,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-12,4,3,3,VND,NOT_ROLL,46.251756,1783.368299,1737.116543,20644.12698,-18559.90755,4127077.271,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.56,3.8,2,4
2023-09,1,4,1UNCHANGED,VND,AUTOROLL,0,2369.998746,2369.998746,6681.973507,-5593.100764,1619273.424,0,3,3,3,4.75,4.75,4.75,3.91,3.94,3.96,4.2,4.4,4.6,9,4,2,2.01,3.62,3,4.5
2019-12,9,2,2,VND,NOT_ROLL,25.913283,25.913283,0,1917.252963,-1727.761617,244893.8176,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-05,12-18M,3,3,NON-VND,NOT_ROLL,0.153328,12.466715,12.313387,48.9447998,-3.253838511,32167.01506,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-10,9,6OTHERS,6OTHERS,VND,NOT_ROLL,1.651808,13.534275,11.882467,204.3894756,-127.7826747,42168.81578,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-02,12-18M,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,4.503696,391.953281,387.449585,45.31486971,-3.657843574,33537.31022,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-11,0,4SCHEDULE,4SCHEDULE,NON-VND,NOT_ROLL,-40.330158,0,40.330158,42.52641099,-0.019482232,23783.71225,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.61,6.01,4,6
2019-01,3,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,0.023934,7.457722,7.433788,1.905715126,-0.084273497,1088.781049,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-04,1,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,-0.300882,85.675436,85.976317,65.80604697,-9.942645636,37916.14206,0,4.5,4.5,4.5,5,5,5,4.8,4.8,4.8,5,5,5,1,1,1,4.21,4.22,4,6.25
2022-02,4,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,43724.45533,43724.45533,20030.23635,-17805.60039,4225469.34,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.86,4.04,2,4
2019-09,4,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,36374.22212,36374.22212,23096.09925,-20489.15728,3484346.584,0,5.3,5.3,5.3,7.4,7.4,7.4,6.29,6.29,6.29,7.4,7.4,7.4,1,1,1,5.81,5.84,4,6.25
2020-06,9,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,2538.33868,2538.33868,1531.342895,-1352.676947,198705.2242,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-04,0,2,2,VND,NOT_ROLL,275.418333,275.418333,0,6698.868609,-150.0873844,1787340.346,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.08,2.47,2,4
2022-01,NULL,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,225.835927,225.835927,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01,3,3,3,NON-VND,NOT_ROLL,-0.002238,0.282152,0.28439,0.23219945,0,152.2440507,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-12,4,3,3,NON-VND,NOT_ROLL,-3.453262,88.838786,92.292049,50.54287848,-2.436696262,35349.88025,0,6,6,6,9.1,9.1,9.1,7.47,7.56,7.58,8.7,8.7,8.8,2,4,4,12.14,8.5,4,6
2023-09,NULL,5NEW_AUTOROLL,2,VND,AUTOROLL,0.2153,0.2153,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-09,12-18M,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,-0.2092,182.461155,182.670355,296.6974816,-13.39187419,103719.282,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-08,NULL,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,234.103319,234.103319,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-02,1,3,3,NON-VND,NOT_ROLL,-2.251686,211.133391,213.385077,73.36056858,-11.0742334,15158.18126,0,4.5,4.5,4.5,5.3,5.3,5.3,4.93,4.93,4.93,5.3,5.3,5.3,1,1,1,4.96,6.28,4,6.25
2023-11,10-11M,1NEW_NOTROLL,2,VND,NOT_ROLL,2.446307,2.446307,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-04,12-18M,2,2,VND,NOT_ROLL,2824.315262,2824.315262,0,8994.562232,-8023.748073,1677992.68,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-04,10-11M,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,90.584536,90.584536,37.70304932,-32.53519577,7544.931594,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-04,0,5NEW_AUTOROLL,2,NON-VND,AUTOROLL,0.736543,0.736543,0,44.23708552,-0.044284394,21893.87791,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.12,2.46,3,3.5
2021-01,10-11M,3,3,VND,NOT_ROLL,0.176249,3.075766,2.899516,83.36359304,-75.59112068,12801.0125,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-11,NULL,2,2,VND,NOT_ROLL,3.426514,3.426514,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-09,3,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,105.268853,105.268853,42.35704335,-32.02977509,10659.80296,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-12,12-18M,3,3,VND,NOT_ROLL,29.384718,418.715912,389.331194,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-05,1,6OTHERS,6OTHERS,VND,NOT_ROLL,0.0015,3.3763,3.3748,7098.365474,-5726.728398,0,0,4.5,4.5,4.5,5.3,5.3,5.3,4.92,4.92,4.92,5.3,5.3,5.3,1,1,1,3.79,4.21,4,6.25
2023-05,1,9OTHERS,6OTHERS,NON-VND,AUTOROLL,-0.360582,32.51462,32.875202,76.89637837,-0.853443052,31412.69343,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.1,6.52,3,3.5
2019-04,4,3,3,NON-VND,NOT_ROLL,0.066046,24.58921,24.523163,51.34886727,-14.49148285,22348.54837,0,5.3,5.3,5.3,6.8,6.8,6.8,5.92,5.92,5.92,6.8,6.8,6.8,1,1,1,4.68,4.5,4,6.25
2023-11,1,9OTHERS,6OTHERS,NON-VND,AUTOROLL,0.345147,34.590669,34.245523,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.82,3.71,3,4.5
2020-07,1,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,1741.940055,1741.940055,3795.199388,-2946.476696,947876.1629,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.1,2.16,3,5
2023-07,12-18M,2SCHE_NOTROLL,4SCHEDULE,VND,NOT_ROLL,-0.02,0,0.02,49992.87662,-42511.85529,5589071.453,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-04,4,3,3,VND,NOT_ROLL,106.47785,2877.955278,2771.477428,38223.91624,-34735.7194,5744923.489,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.14,5.53,3,5
2019-01,0,3,3,NON-VND,NOT_ROLL,0.043734,3.349342,3.305608,0.16544468,-0.006771611,305.3382015,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.66,4.83,4,6.25
2019-02,4,2,2,NON-VND,NOT_ROLL,9.629552,9.629552,0,61.62063126,-18.26326109,27927.61921,0,5.5,5.5,5.5,7,7,7,6.2,6.2,6.2,7,7,7,1,1,1,6,5.26,4,6.25
2020-04,0,6OTHERS,6OTHERS,VND,NOT_ROLL,1.00E-06,0.010378,0.010377,518.0154466,-334.2021592,26845.18387,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.27,2.71,3,5
2023-11,9,9OTHERS,6OTHERS,VND,AUTOROLL,0.559224,11.159502,10.600278,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-01,0,4PREMATURE,4PREMATURE,VND,NOT_ROLL,-13263.96289,0,13263.96289,6547.832644,-159.503159,1701008.636,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.8,2.31,2,4
2020-06,12-18M,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,1.631597,1014.559384,1012.927788,232.3314614,-13.72744727,84306.30398,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-09,10-11M,3,3,VND,NOT_ROLL,0.062352,1.096319,1.033967,95.97007497,-88.82958176,14437.56067,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-11,9,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,-0.168452,165.582544,165.750997,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-04,3,6OTHERS,6OTHERS,VND,NOT_ROLL,0.0162,0.0489,0.0327,34.06064692,-28.37068596,7584.155253,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-07,12-18M,5CHANGECIF,6OTHERS,NON-VND,NOT_ROLL,-0.000475,0.1162,0.116675,338.5746445,-14.38436438,116183.1833,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-07,0,4,1UNCHANGED,VND,AUTOROLL,0,0.683,0.683,7829.736851,-254.9826836,1695098.243,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.66,1.46,3,4.5
2023-10,NULL,3PREMATURE_NOTROLL,4PREMATURE,VND,NOT_ROLL,-42.655,0,42.655,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-02,12-18M,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,15349.92994,15349.92994,6765.343403,-6120.192605,1392943.801,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-09,0,9OTHERS,6OTHERS,NON-VND,NOT_ROLL,0,0,0,62.05041261,4.04673818,20786.01583,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.19,0.55,3,4.5
2020-06,4,6OTHERS,6OTHERS,VND,NOT_ROLL,22.437527,263.980363,241.542836,40836.89469,-37420.93359,6301758.713,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.44,4.84,3,5
2020-08,12-18M,2,2,NON-VND,NOT_ROLL,52.083514,52.083514,0,162.3469025,-15.54682914,74399.1688,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
